id,programaAdmicion,edadIngreso,graduado,retiradoPorBajoRendimiento,totalBajosRendimientos,ciudad,sexo,condicionEx,jornada,CantidadSemestres,proSemestral,ingenieria,ciencias,otrasMaterias,creditosAprobados,creditosReprobados,materiasCanceladas,materiasHabilitadas,BajoRendimiento
3443,1,17,0,NO,0.0,1,M,0,DIU,4,3.3599999999999994,3.56764705882353,2.81875,3.405,0.7105263157894737,0.11842105263157894,0.16666666666666666,0.0,0
3505,1,21,0,NO,0.0,1,M,0,DIU,4,3.86,3.641935483870968,4.091304347826087,3.4058823529411764,0.8701298701298701,0.0,0.12,0.0,0
3562,0,16,0,NO,0.0,0,M,0,NOC,6,4.128333333333334,4.133333333333334,4.078571428571428,4.218181818181818,1.0,0.0,0.0,0.0,0
3563,1,18,0,NO,0.0,0,M,0,DIU,2,4.62,4.7625,4.76,4.318181818181818,1.0,0.0,0.0,0.0,0
3586,0,19,0,NO,2.0,0,M,0,DIU,4,2.4875,2.1,1.9000000000000001,2.9785714285714286,0.2878787878787879,0.4696969696969697,0.2,0.0,1
3593,1,17,0,NO,2.0,0,M,0,DIU,14,3.37125,3.476744186046511,2.5073170731707317,3.66,0.6954545454545454,0.20454545454545456,0.07042253521126761,0.04225352112676056,1
3598,1,16,1,NO,0.0,0,M,0,DIU,10,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0
3649,0,18,1,NO,3.0,0,M,0,NOC,7,3.736666666666667,3.8128205128205126,3.1999999999999997,4.2,0.9411764705882353,0.0,0.0625,0.0,1
3687,1,17,0,NO,2.0,0,M,1,DIU,3,2.435,2.3666666666666663,2.55,3.909090909090909,0.3709677419354839,0.2903225806451613,0.35,0.05,1
3708,0,16,0,NO,1.0,0,M,0,NOC,5,2.97,3.0410714285714286,3.4900000000000007,3.5357142857142856,0.6451612903225806,0.21505376344086022,0.13793103448275862,0.0,1
3713,1,17,0,NO,0.0,1,F,0,DIU,2,2.58,2.5,1.4,3.5,0.2631578947368421,0.21052631578947367,0.5,0.0,0
3740,1,16,0,NO,0.0,1,M,0,DIU,6,3.35,3.4816326530612245,2.8000000000000003,3.8176470588235296,0.6909090909090909,0.12727272727272726,0.19444444444444445,0.027777777777777776,0
3750,0,17,0,NO,0.0,0,M,0,NOC,4,3.224,3.390697674418605,2.6,3.442857142857143,0.8933333333333333,0.05333333333333334,0.043478260869565216,0.043478260869565216,0
3766,0,20,0,NO,3.0,0,M,0,NOC,7,3.0928571428571425,3.02962962962963,3.2142857142857144,3.6666666666666665,0.75,0.16666666666666666,0.07407407407407407,0.0,1
3777,1,19,0,NO,2.0,1,M,0,DIU,2,3.3,3.13,1.5,3.1,0.2553191489361702,0.0,0.7333333333333333,0.0,1
3779,0,16,0,SI,1.0,0,F,1,NOC,1,2.08,1.825,1.6,3.4,0.3333333333333333,0.6666666666666666,0.0,0.0,1
3802,0,22,1,NO,0.0,0,M,0,NOC,7,4.07,4.355072463768116,3.6319999999999997,3.9071428571428575,1.0,0.0,0.0,0.0,0
3818,0,19,0,NO,2.0,0,M,0,DIU,3,1.763333333333333,1.8296296296296295,0.5,2.0500000000000003,0.2,0.74,0.06666666666666667,0.0,1
4083,0,17,0,SI,1.0,0,M,0,NOC,1,1.32,1.0,1.0,2.6,0.0,1.0,0.0,0.0,1
4137,1,20,1,NO,0.0,0,M,0,DIU,11,4.43,4.3942028985507235,0.0,0.0,0.7216494845360825,0.0,0.28125,0.0,0
4178,1,16,0,NO,1.0,1,M,0,DIU,2,2.315,2.6333333333333333,1.9600000000000002,2.7666666666666666,0.43902439024390244,0.3170731707317073,0.23076923076923078,0.0,1
4337,0,22,1,NO,2.0,0,M,0,NOC,7,4.085,4.1568627450980395,0.0,3.6333333333333337,1.0,0.0,0.0,0.0,1
4348,0,19,0,NO,2.0,0,M,0,NOC,4,2.815,2.773913043478261,2.6,0.0,0.42857142857142855,0.3142857142857143,0.2727272727272727,0.0,1
4350,0,24,1,NO,0.0,0,F,0,DIU,6,3.8266666666666667,3.9149999999999996,3.4720000000000004,4.18,0.908256880733945,0.05504587155963303,0.027777777777777776,0.0,0
4374,1,22,0,NO,0.0,0,M,0,DIU,2,4.22,4.2733333333333325,3.5,4.55,0.5714285714285714,0.0,0.47058823529411764,0.0,0
4399,1,22,1,NO,0.0,0,M,0,DIU,5,4.444,4.3921052631578945,3.8785714285714286,4.05,0.7283950617283951,0.0,0.25,0.0,0
4409,1,17,1,NO,0.0,1,M,0,DIU,10,4.05,4.111111111111111,3.6875,3.75,0.9818181818181818,0.0,0.018518518518518517,0.0,0
4441,0,23,0,NO,3.0,1,M,0,NOC,4,2.208,1.9272727272727272,1.81,3.466666666666667,0.4583333333333333,0.4583333333333333,0.058823529411764705,0.17647058823529413,1
4456,1,22,1,NO,0.0,0,M,0,DIU,8,4.2700000000000005,4.252000000000001,3.8,4.4,0.5535714285714286,0.0,0.3,0.0,0
4458,0,17,0,NO,2.0,0,F,0,NOC,2,1.765,1.7529411764705882,1.0,1.8624999999999998,0.15151515151515152,0.7272727272727273,0.09090909090909091,0.0,1
4476,0,17,0,NO,1.0,1,F,0,DIU,7,3.53375,3.8054054054054047,3.1457142857142855,3.595652173913043,0.632,0.152,0.1951219512195122,0.024390243902439025,1
4553,0,18,0,NO,0.0,0,M,0,NOC,1,2.56,1.0,0.0,3.6,0.6,0.4,0.0,0.0,0
4588,1,21,1,NO,0.0,1,M,0,DIU,5,4.074,4.072727272727273,4.018181818181818,3.75,0.775,0.0,0.21428571428571427,0.0,0
4629,1,19,0,NO,1.0,0,F,1,DIU,5,3.1599999999999997,2.944827586206897,2.6176470588235294,3.711764705882353,0.5454545454545454,0.23376623376623376,0.20833333333333334,0.0,1
4633,1,19,0,NO,3.0,0,M,0,DIU,2,2.736666666666667,1.6833333333333336,1.7899999999999998,3.3125000000000004,0.2,0.41818181818181815,0.3888888888888889,0.05555555555555555,1
4761,0,17,0,NO,0.0,0,M,0,NOC,1,1.835,3.6,1.5,3.6,0.45,0.55,0.0,0.0,0
4764,0,20,0,NO,0.0,0,F,0,NOC,1,3.31,4.2,2.3875,4.25,0.75,0.25,0.0,0.0,0
4817,1,18,0,NO,0.0,0,M,0,DIU,2,3.525,3.8333333333333326,3.463636363636364,0.0,0.9117647058823529,0.08823529411764706,0.0,0.07692307692307693,0
4883,0,21,1,NO,0.0,0,M,0,NOC,7,4.272857142857143,4.130158730158731,4.807142857142857,4.4,1.0,0.0,0.0,0.0,0
4899,0,16,0,NO,2.0,0,M,0,DIU,4,3.1075,3.213333333333333,2.257142857142857,3.872727272727273,0.5074626865671642,0.208955223880597,0.2857142857142857,0.0,1
4998,0,19,0,NO,1.0,1,M,0,NOC,1,2.27,2.175,2.6,2.1,0.26666666666666666,0.7333333333333333,0.0,0.0,1
5030,0,20,0,NO,1.0,0,M,0,DIU,3,2.9850000000000003,2.608333333333333,2.3,3.5,0.34,0.2,0.4117647058823529,0.0,1
5191,0,19,0,NO,0.0,0,M,0,NOC,6,3.7016666666666667,3.7464285714285723,3.15,3.742857142857143,0.9487179487179487,0.05128205128205128,0.0,0.0,0
5285,0,19,0,SI,1.0,1,M,0,NOC,1,2.43,3.2,0.0,2.0999999999999996,0.15384615384615385,0.8461538461538461,0.0,0.0,1
5300,1,17,0,NO,0.0,0,M,0,DIU,10,3.4354545454545455,3.493805309734513,3.014814814814815,3.369565217391304,0.6777251184834123,0.11374407582938388,0.2028985507246377,0.014492753623188406,0
5459,0,17,1,NO,2.0,0,F,0,NOC,10,2.8600000000000003,3.9454545454545453,1.0,3.15,0.8571428571428571,0.14285714285714285,0.0,0.0,1
5499,0,19,1,NO,0.0,0,M,0,DIU,6,3.7433333333333327,3.837931034482759,3.485714285714286,4.1,0.8589743589743589,0.0,0.15384615384615385,0.0,0
5540,0,19,1,NO,0.0,0,M,0,NOC,7,3.5157142857142856,3.6523809523809523,3.1142857142857143,3.3545454545454545,1.0,0.0,0.0,0.034482758620689655,0
5552,1,17,0,NO,0.0,0,M,0,DIU,1,3.3,3.2,0.0,3.4499999999999997,0.7777777777777778,0.0,0.16666666666666666,0.0,0
5558,0,21,0,NO,1.0,0,M,0,DIU,1,0.7,1.0,0.6153846153846154,0.0,0.0,1.0,0.0,0.0,1
5564,1,18,0,NO,0.0,0,F,0,DIU,2,3.6050000000000004,3.466666666666667,2.8899999999999997,3.627272727272727,0.7027027027027027,0.10810810810810811,0.16666666666666666,0.0,0
5583,0,17,1,NO,0.0,1,F,0,NOC,7,3.814,3.688888888888889,3.8000000000000003,4.05,1.0,0.0,0.0,0.0,0
5639,1,24,1,NO,0.0,1,M,0,DIU,9,3.406,3.2137931034482756,3.1857142857142864,3.0,0.5,0.1625,0.2413793103448276,0.0,0
5733,1,16,0,NO,0.0,0,M,0,DIU,2,4.21,4.15,4.2,4.3,0.45,0.0,0.5384615384615384,0.0,0
5737,0,24,0,NO,1.0,0,M,0,NOC,2,2.2199999999999998,2.6,1.7692307692307692,1.0,0.16666666666666666,0.6666666666666666,0.1111111111111111,0.1111111111111111,1
5739,0,17,1,NO,0.0,1,M,0,NOC,9,3.9000000000000004,3.842857142857143,3.3071428571428574,4.163636363636363,0.8301886792452831,0.03773584905660377,0.14285714285714285,0.02857142857142857,0
5741,0,18,0,NO,1.0,0,M,0,NOC,1,2.54,2.625,3.0,1.7,0.4,0.6,0.0,0.0,1
5758,1,16,1,NO,1.0,0,F,0,DIU,14,3.6233333333333335,3.7287878787878785,3.7874999999999996,0.0,0.7578947368421053,0.031578947368421054,0.12121212121212122,0.0,1
5770,1,18,0,NO,1.0,0,M,0,DIU,12,3.285833333333333,3.123770491803278,3.071428571428572,3.6500000000000004,0.49416342412451364,0.17898832684824903,0.3488372093023256,0.0,1
5873,0,17,0,NO,1.0,0,F,0,NOC,1,1.07,2.2,0.825,1.0,0.0,1.0,0.0,0.0,1
5875,1,17,0,NO,1.0,0,M,0,DIU,3,2.54,2.216666666666667,2.63,3.1785714285714284,0.3392857142857143,0.30357142857142855,0.3333333333333333,0.05555555555555555,1
5914,1,16,0,NO,0.0,1,M,0,DIU,1,3.01,2.375,3.1,3.8000000000000007,0.6666666666666666,0.3333333333333333,0.0,0.0,0
5940,1,22,0,NO,2.0,0,M,0,DIU,5,3.7380000000000004,4.034090909090908,3.588235294117647,3.6400000000000006,0.8666666666666667,0.03333333333333333,0.10344827586206896,0.06896551724137931,1
5965,0,19,0,NO,0.0,0,M,0,DIU,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5983,0,20,0,NO,2.0,0,M,0,NOC,8,3.1857142857142855,2.9076923076923076,3.0642857142857145,3.5294117647058822,0.5263157894736842,0.18421052631578946,0.2608695652173913,0.043478260869565216,1
5994,1,16,0,NO,0.0,0,F,0,DIU,2,3.1550000000000002,2.716666666666667,2.4000000000000004,4.281818181818182,0.7419354838709677,0.25806451612903225,0.0,0.0,0
